City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
275,Mastic Beach,US,40.77,-72.85,48.0,100,86,1.99,overcast clouds
276,Oranjestad,AW,12.52,-70.03,84.2,62,20,12.75,few clouds
277,Talnakh,RU,69.49,88.4,-29.2,73,40,6.64,scattered clouds
278,Nishihara,JP,26.18,127.76,71.6,60,90,13.87,drizzle
279,Narasannapeta,IN,18.42,84.05,64.22,78,0,5.19,clear sky
280,Puerto Escondido,MX,15.85,-97.07,78.8,74,75,5.82,broken clouds
281,Korem,ET,12.51,39.52,47.79,67,0,3.27,clear sky
282,Muskegon,US,43.3,-86.13,30.99,63,90,11.41,overcast clouds
283,Kambove,CD,-10.88,26.6,62.42,100,100,4.7,light rain
284,Aleksandrovskoye,RU,44.71,43.0,32.0,93,90,15.66,overcast clouds
285,Dzerzhinskoye,RU,56.83,95.23,-30.89,83,0,4.72,clear sky
286,Glyadyanskoye,RU,54.91,65.09,9.75,96,100,2.3,light snow
287,Veraval,IN,20.9,70.37,62.33,30,0,13.02,clear sky
288,Te Anau,NZ,-45.42,167.72,56.28,54,68,1.79,broken clouds
289,Ilhabela,BR,-23.78,-45.36,77.13,80,100,4.79,moderate rain
290,Migori,KE,-1.06,34.47,63.03,83,0,2.86,clear sky
291,Itaueira,BR,-7.6,-43.03,83.26,56,59,5.73,broken clouds
292,Satka,RU,55.04,59.04,9.0,94,100,4.7,overcast clouds
293,Fort Nelson,CA,58.81,-122.7,-4.0,76,20,2.24,few clouds
294,Minas,UY,-34.38,-55.24,80.6,57,20,20.8,few clouds
295,Honningsvag,NO,70.98,25.97,30.2,74,75,35.57,broken clouds
296,Haines Junction,CA,60.75,-137.51,20.53,93,100,2.73,overcast clouds
297,Lamont,US,35.26,-118.91,55.99,47,75,3.65,light rain
298,Huarmey,PE,-10.07,-78.15,75.9,65,40,11.14,scattered clouds
299,Nizhniy Kuranakh,RU,58.84,125.49,-15.21,85,100,11.16,overcast clouds
300,Westport,US,41.14,-73.36,48.2,66,75,8.05,broken clouds
301,Toppenish,US,46.38,-120.31,35.01,100,90,1.39,overcast clouds
302,Torbay,CA,47.67,-52.73,30.0,79,20,3.36,few clouds
303,Chenghai,CN,23.46,116.77,62.6,82,96,2.66,overcast clouds
304,Laguna,US,38.42,-121.42,55.99,71,75,3.36,broken clouds
305,Boditi,ET,6.97,37.87,56.68,52,1,7.0,clear sky
306,Freeport,US,40.66,-73.58,50.0,61,20,12.75,few clouds
307,Mon,IN,26.75,95.1,51.98,83,63,2.66,broken clouds
308,Kyzyl-Suu,KG,42.34,78.01,20.68,70,0,10.67,clear sky
309,Libreville,GA,0.39,9.45,82.4,83,20,5.82,light rain
310,Pingliang,CN,35.54,106.69,20.97,73,100,16.75,overcast clouds
311,Calvinia,ZA,-31.47,19.78,62.55,41,0,4.0,clear sky
312,Moree,AU,-29.47,149.85,69.8,83,85,10.29,overcast clouds
313,Suntar,RU,62.14,117.63,-2.96,91,100,12.15,light snow
314,Batagay-Alyta,RU,67.8,130.41,-6.16,89,100,4.68,overcast clouds
315,Burnie,AU,-41.07,145.92,57.99,81,59,5.01,broken clouds
316,Samfya,ZM,-11.36,29.56,66.81,89,100,5.37,overcast clouds
317,Lorengau,PG,-2.02,147.27,82.11,63,100,1.9,overcast clouds
318,Mulege,MX,26.88,-111.98,75.96,27,0,7.31,clear sky
319,Sechura,PE,-5.56,-80.82,80.35,53,46,15.61,scattered clouds
320,Yining,CN,29.04,114.56,54.57,92,100,3.18,overcast clouds
321,Llandrindod Wells,GB,52.24,-3.38,33.01,98,92,3.49,overcast clouds
322,Staryy Nadym,RU,65.61,72.68,-11.02,90,100,17.85,light snow
323,Ukholovo,RU,53.79,40.49,6.84,95,12,8.3,few clouds
324,Namatanai,PG,-3.67,152.43,81.72,78,76,7.34,moderate rain
325,Kenai,US,60.55,-151.26,37.4,86,90,16.11,light rain
326,Chemax,MX,20.65,-87.93,76.68,57,46,6.4,scattered clouds
327,Shizunai,JP,42.33,142.37,24.19,88,50,10.18,scattered clouds
328,Inongo,CD,-1.95,18.27,74.71,78,99,4.72,overcast clouds
329,Sorland,NO,67.67,12.69,40.5,70,100,22.97,overcast clouds
330,Beringovskiy,RU,63.05,179.32,24.1,98,100,21.63,snow
331,Yulara,AU,-25.24,130.99,66.2,25,0,6.93,clear sky
332,Viedma,AR,-40.81,-63.0,93.54,25,100,18.88,overcast clouds
333,Edd,ER,13.93,41.69,77.45,46,0,17.16,clear sky
334,Rincon,US,32.3,-81.24,69.8,40,1,5.82,clear sky
335,Tsiroanomandidy,MG,-18.77,46.03,67.87,94,100,4.12,overcast clouds
336,Mae Sai,TH,20.43,99.88,59.0,100,0,1.12,clear sky
337,Sarangani,PH,5.4,125.46,82.35,79,100,8.41,moderate rain
338,Saint-Francois,FR,46.42,3.91,43.0,70,75,13.87,broken clouds
339,Kampong Thum,KH,12.71,104.89,78.21,70,100,4.41,overcast clouds
340,Bengkulu,ID,-3.8,102.27,75.16,89,100,8.08,overcast clouds
341,Mattru,SL,7.62,-11.83,76.66,87,7,3.91,clear sky
342,Shimoda,JP,34.67,138.95,51.66,61,56,5.95,broken clouds
343,Avrille,FR,47.5,-0.58,44.01,87,90,12.75,overcast clouds
344,Jardim,BR,-21.48,-56.14,95.16,36,55,1.77,broken clouds
345,Galle,LK,6.04,80.22,77.41,83,57,3.22,moderate rain
346,Mortka,RU,59.33,66.02,-9.49,90,100,7.05,overcast clouds
347,Russell,US,32.35,-85.2,66.2,42,1,3.36,clear sky
348,Malanje,AO,-9.54,16.34,64.81,97,88,3.13,overcast clouds
349,Gidole,ET,5.65,37.37,59.2,47,53,3.62,broken clouds
350,Cabrero,CL,-37.03,-72.4,89.6,21,0,8.05,clear sky
351,Nueva Loja,EC,0.08,-76.88,78.8,78,90,2.24,overcast clouds
352,Altay,CN,47.87,88.12,-0.78,46,0,3.58,clear sky
353,Los Llanos De Aridane,ES,28.66,-17.92,68.0,77,75,5.82,broken clouds
354,Bykov,RU,47.32,142.55,-2.2,84,75,2.24,light shower snow
355,Safakulevo,RU,54.99,62.54,12.63,97,100,6.15,overcast clouds
356,Morro Bay,US,35.37,-120.85,55.99,83,82,1.99,broken clouds
357,Sept-Iles,CA,50.2,-66.38,28.4,79,100,11.41,overcast clouds
358,Rio Gallegos,AR,-51.62,-69.22,60.8,44,40,8.05,light rain
359,Yorosso,ML,12.35,-4.78,74.37,19,0,8.7,clear sky
360,Half Moon Bay,US,37.46,-122.43,54.0,76,40,8.05,scattered clouds
361,Sitka,US,57.05,-135.33,42.8,79,90,11.41,overcast clouds
362,Santa Vitoria Do Palmar,BR,-33.52,-53.37,72.97,76,15,11.88,few clouds
363,Dulce Nombre De Culmi,HN,15.1,-85.53,80.6,61,40,5.53,scattered clouds
364,Shelburne,CA,44.08,-80.2,30.99,88,99,14.94,light snow
365,Hovd,MN,48.01,91.64,-11.31,85,0,0.47,clear sky
366,Kashi,CN,39.45,75.98,17.6,92,40,11.18,mist
367,Diglur,IN,18.55,77.6,63.75,56,0,5.41,clear sky
368,Dongsheng,CN,39.82,109.98,-8.77,67,39,21.34,scattered clouds
369,Ambagarh Chauki,IN,20.78,80.72,58.86,59,0,0.29,clear sky
370,Xingyi,CN,24.19,102.82,42.51,87,1,2.84,clear sky
371,Americus,US,32.07,-84.23,68.0,30,1,3.09,clear sky
372,Qiongshan,CN,20.01,110.35,66.2,100,75,2.24,broken clouds
373,Quatre Cocos,MU,-20.21,57.76,77.0,83,75,3.36,broken clouds
374,Georgetown,MY,5.41,100.34,80.6,88,20,4.7,few clouds
375,Vallenar,CL,-28.57,-70.76,79.88,28,0,8.93,clear sky
376,Point Fortin,TT,10.18,-61.68,84.0,77,68,1.01,light rain
377,Kosh-Agach,RU,50.0,88.67,-25.17,68,0,1.25,clear sky
378,Sokolo,ML,14.73,-6.12,78.82,20,41,8.84,scattered clouds
379,Port-Cartier,CA,50.03,-66.87,28.4,79,100,11.41,overcast clouds
380,Pierre,US,44.37,-100.35,24.8,68,1,3.36,clear sky
381,Vila Franca Do Campo,PT,37.72,-25.43,55.4,82,75,6.93,broken clouds
382,Benguela,AO,-12.58,13.41,77.43,79,65,2.86,broken clouds
383,Kyren,RU,51.68,102.14,-15.38,73,0,0.49,clear sky
384,Lompoc,US,34.64,-120.46,51.8,87,90,9.17,mist
385,Vila,PT,42.03,-8.16,39.99,95,93,5.99,overcast clouds
386,Ixtapa,MX,20.7,-105.2,73.4,56,5,8.05,clear sky
387,Tabou,CI,4.42,-7.35,79.21,84,0,7.45,clear sky
388,Elko,US,41.0,-115.5,37.4,40,1,14.99,clear sky
389,Inta,RU,66.03,60.17,-23.58,83,46,3.18,scattered clouds
390,Beyneu,KZ,45.32,55.2,27.39,88,82,6.33,broken clouds
391,Kamenka,RU,51.32,42.77,8.71,96,0,7.94,clear sky
392,Leh,IN,34.17,77.58,2.64,69,42,1.77,scattered clouds
393,Tuatapere,NZ,-46.13,167.68,64.0,57,99,5.01,overcast clouds
394,Isangel,VU,-19.55,169.27,81.45,77,74,15.88,broken clouds
395,Balozi,LV,56.88,24.12,35.6,85,90,16.11,overcast clouds
396,Ozernovskiy,RU,51.5,156.52,18.0,91,64,9.17,broken clouds
397,Solnechnyy,RU,50.72,136.63,-20.33,83,11,1.66,few clouds
398,Maceio,BR,-9.67,-35.74,80.6,69,40,10.29,scattered clouds
399,Hay River,CA,60.82,-115.8,6.8,84,43,5.82,scattered clouds
400,Parichha,IN,25.52,78.75,49.19,46,0,6.38,clear sky
401,Imbituba,BR,-28.24,-48.67,73.4,94,90,8.05,moderate rain
402,Banda Aceh,ID,5.56,95.32,77.41,82,100,2.84,overcast clouds
403,Xichang,CN,27.9,102.26,38.07,75,61,2.64,broken clouds
404,Krasnoyarka,RU,55.33,73.12,10.4,78,75,6.71,light shower snow
405,Manuk Mangkaw,PH,4.8,119.85,82.22,81,100,10.98,light rain
406,Dhidhdhoo,MV,6.88,73.1,81.54,70,0,8.16,clear sky
407,Constitucion,CL,-35.33,-72.42,66.31,64,15,17.92,few clouds
408,Dewa,IN,27.03,81.17,53.6,87,0,4.7,fog
409,Traverse City,US,44.76,-85.62,28.4,58,75,19.46,broken clouds
410,Vao,NC,-22.67,167.48,77.36,81,21,22.55,few clouds
411,Tarko-Sale,RU,64.92,77.78,-11.0,80,100,19.39,snow
412,Safranbolu,TR,41.25,32.69,44.64,72,94,5.12,overcast clouds
413,Rio Grande,BR,-32.03,-52.1,80.6,65,75,19.46,broken clouds
414,Ipoh,MY,4.58,101.08,75.2,100,20,3.36,few clouds
415,Araceli,PH,10.55,119.99,81.59,82,1,9.33,clear sky
416,Mouzouras,GR,35.53,24.15,50.0,87,20,6.6,few clouds
417,Verkhnyaya Inta,RU,65.98,60.31,-23.21,81,42,3.76,scattered clouds
418,Stranda,NO,62.31,6.94,37.0,85,100,7.65,overcast clouds
419,Talovaya,RU,51.11,40.73,13.1,96,98,10.85,overcast clouds
420,San Lazaro,BZ,18.04,-88.66,75.2,78,90,9.17,moderate rain
421,Pangnirtung,CA,66.15,-65.71,8.6,65,90,9.17,light snow
422,Talara,PE,-4.58,-81.27,82.4,54,0,19.46,clear sky
423,Harlingen,US,26.19,-97.7,80.6,57,90,24.16,overcast clouds
424,North Bend,US,43.41,-124.22,59.0,53,1,5.35,clear sky
425,Da Nang,VN,16.07,108.22,66.2,93,20,1.12,few clouds
426,Harnai,PK,30.1,67.94,40.66,49,0,1.72,clear sky
427,Hualmay,PE,-11.1,-77.61,74.8,69,38,9.64,scattered clouds
428,Kavaratti,IN,10.57,72.64,81.59,70,0,7.87,clear sky
429,Katherine,AU,-14.47,132.27,77.0,94,90,5.82,overcast clouds
430,Malayal,PH,7.21,121.94,79.09,78,98,2.15,overcast clouds
431,Malakal,SS,9.53,31.66,78.08,19,0,6.29,clear sky
432,Flinders,AU,-34.58,150.86,60.01,94,100,5.01,moderate rain
433,Ntungamo,UG,-0.88,29.65,67.87,61,59,4.07,broken clouds
434,Las Palmas,ES,28.42,-14.01,66.2,77,40,13.87,scattered clouds
435,Villarrica,PY,-25.75,-56.43,91.76,52,3,2.91,clear sky
436,Cabo San Lucas,MX,22.89,-109.91,79.0,53,5,16.11,clear sky
437,Xixiang,CN,35.16,112.86,39.0,99,100,3.87,light rain
438,Capul,PH,12.42,124.18,78.69,84,99,4.43,overcast clouds
439,Moose Factory,CA,51.26,-80.61,1.4,70,1,9.17,clear sky
440,Flin Flon,CA,54.77,-101.86,6.8,77,90,11.41,light snow
441,Douentza,ML,15.0,-2.95,72.63,21,0,6.67,clear sky
442,Ikeda,JP,34.82,135.43,39.0,100,0,4.7,clear sky
443,Natal,BR,-5.79,-35.21,82.4,65,20,21.92,few clouds
444,Coquimbo,CL,-29.95,-71.34,68.0,60,0,14.99,clear sky
445,Takoradi,GH,4.88,-1.76,80.62,81,4,9.48,clear sky
446,Lebanon,US,36.21,-86.29,51.01,57,1,12.75,clear sky
447,Tucurui,BR,-3.77,-49.67,79.25,87,100,3.13,overcast clouds
448,Morant Bay,JM,17.88,-76.41,84.2,70,75,4.7,broken clouds
449,Fairbanks,US,64.84,-147.72,17.6,85,40,3.15,scattered clouds
450,San Patricio,US,28.02,-97.52,77.0,65,90,24.16,overcast clouds
451,Santa Rosa,PH,14.31,121.11,80.6,83,75,1.12,broken clouds
452,Mbigou,GA,-1.9,11.91,69.26,96,51,2.37,light rain
453,Padang,ID,-0.95,100.35,75.18,88,100,0.85,overcast clouds
454,Oktyabrskoye,RU,43.06,44.74,28.4,100,88,2.24,overcast clouds
455,Muli,MV,2.92,73.57,81.75,75,99,9.4,moderate rain
456,Sidney,AU,-33.87,151.21,66.0,88,75,14.99,light intensity shower rain
457,Aswan,EG,24.09,32.91,64.94,65,0,10.11,clear sky
458,Vanimo,PG,-2.67,141.3,77.59,82,100,2.68,light rain
459,Andenes,NO,69.31,16.12,41.0,60,0,16.11,clear sky
460,Slave Lake,CA,55.28,-114.77,12.2,85,20,4.7,mist
461,Taltal,CL,-25.4,-70.48,69.35,62,95,7.09,overcast clouds
462,Dasoguz,TM,41.84,59.97,24.8,79,100,6.93,mist
463,Yudong,CN,29.39,106.52,46.0,100,90,4.47,light rain
464,Khromtau,KZ,50.25,58.43,9.84,97,34,9.93,scattered clouds
465,Qianguo,CN,45.12,124.86,-8.66,86,97,6.04,overcast clouds
466,Mogadishu,SO,2.04,45.34,79.2,84,0,19.93,clear sky
467,Opuwo,NA,-18.06,13.84,64.26,82,100,11.54,overcast clouds
468,Kayerkan,RU,69.35,87.76,-29.2,73,40,4.12,scattered clouds
469,Port Hardy,CA,50.7,-127.42,41.0,86,90,5.82,overcast clouds
470,Bustehrad,CZ,50.16,14.19,35.01,92,40,4.7,light snow
471,Kysyl-Syr,RU,63.9,122.76,-3.06,90,100,10.98,overcast clouds
472,Trinidad,BO,-14.83,-64.9,78.8,94,75,3.36,shower rain
473,Bima,ID,-8.47,118.72,76.59,87,92,2.35,overcast clouds
474,Balkanabat,TM,39.51,54.37,36.01,74,21,2.26,few clouds
475,Olga,RU,43.74,135.29,7.77,75,67,7.18,broken clouds
476,Coihaique,CL,-45.58,-72.07,68.0,56,90,6.93,light rain
477,Zima,RU,53.92,102.04,-27.69,83,0,1.39,clear sky
478,Cunha,BR,-23.07,-44.96,77.0,73,75,3.36,moderate rain
479,Southbridge,US,42.08,-72.03,46.0,59,72,1.99,broken clouds
480,Agadez,NE,19.75,10.25,55.13,37,33,0.58,scattered clouds
481,Palu,ID,-0.89,119.87,76.64,72,100,2.46,heavy intensity rain
482,Profitis,GR,40.69,23.28,55.0,61,0,4.0,clear sky
483,Bonaventure,CA,48.05,-65.49,30.2,80,100,9.17,snow
484,Lewistown,US,40.6,-77.57,39.99,81,90,4.7,overcast clouds
485,Alto Lucero,MX,19.62,-96.72,70.27,58,41,5.88,scattered clouds
486,Laredo,US,27.51,-99.51,84.2,37,1,14.99,clear sky
487,Pitimbu,BR,-7.47,-34.81,82.4,65,20,17.22,few clouds
488,Sur,OM,22.57,59.53,67.93,46,0,11.68,clear sky
489,Kholodnyy,RU,62.72,147.95,-38.04,76,58,1.59,broken clouds
490,Barcelos,PT,41.54,-8.62,53.6,71,75,9.17,broken clouds
491,Wajir,KE,1.75,40.06,84.51,34,1,8.05,clear sky
492,Nurlat,RU,54.43,50.81,-6.14,93,61,3.94,broken clouds
493,Shar,KZ,49.59,81.05,-4.92,82,0,14.99,clear sky
494,Bundaberg,AU,-24.85,152.35,79.0,74,40,8.05,light rain
495,Deer Lake,CA,49.17,-57.43,26.6,68,40,4.7,scattered clouds
496,Ercis,TR,39.03,43.36,19.4,92,75,2.24,broken clouds
497,Antofagasta,CL,-23.65,-70.4,71.6,64,20,11.41,few clouds
498,Makakilo City,US,21.35,-158.09,82.4,54,20,3.38,few clouds
499,Dagana,MR,16.52,-15.51,76.77,42,30,15.19,scattered clouds
500,Strzelce Krajenskie,PL,52.88,15.53,37.0,72,61,5.01,broken clouds
501,Havre,FR,49.58,0.33,41.0,93,100,9.17,overcast clouds
502,Nichlaul,IN,27.32,83.73,54.52,66,0,2.39,clear sky
503,Ulaanbaatar,MN,47.91,106.88,-36.4,58,0,2.24,clear sky
504,Tijara,IN,27.93,76.85,42.67,56,0,4.81,clear sky
505,Grindavik,IS,63.84,-22.43,28.4,68,20,10.29,few clouds
506,Paredon,MX,16.03,-93.87,87.04,38,0,10.16,clear sky
507,Amapa,BR,1.0,-52.0,77.16,92,100,3.44,moderate rain
508,Lakatoro,VU,-16.1,167.42,78.8,94,20,1.12,few clouds
509,General Roca,AR,-39.03,-67.58,93.2,30,0,3.36,clear sky
510,Narrabri,AU,-30.32,149.78,69.8,73,98,8.05,overcast clouds
511,Hohhot,CN,40.81,111.65,-9.4,43,0,17.9,clear sky
512,Seoul,KR,37.57,126.98,30.2,100,1,0.72,mist
513,Cullman,US,34.17,-86.84,55.99,71,90,3.36,overcast clouds
514,Kozova,UA,49.44,25.15,48.99,97,100,14.0,overcast clouds
515,Rocha,UY,-34.48,-54.33,75.18,67,21,13.65,few clouds
516,Mason City,US,43.15,-93.2,27.0,63,90,13.87,overcast clouds
517,Cuamba,MZ,-14.8,36.54,73.11,88,100,2.1,light rain
518,San Jeronimo,PE,-11.95,-75.28,59.0,57,84,4.52,light rain
519,Plettenberg Bay,ZA,-34.05,23.37,68.56,89,38,5.37,scattered clouds
520,Aberystwyth,GB,52.42,-4.08,37.0,100,99,1.01,light rain
521,Maues,BR,-3.38,-57.72,84.78,71,100,1.81,overcast clouds
522,Awash,ET,8.98,40.17,70.68,40,0,2.73,clear sky
523,Careiro Da Varzea,BR,-3.2,-59.81,87.8,70,40,6.93,shower rain
524,Boende,CD,-0.22,20.87,72.79,95,100,4.45,moderate rain
525,Brae,GB,60.4,-1.35,37.4,86,20,10.29,few clouds
526,Bayan,CN,46.08,127.4,-18.24,85,0,5.19,clear sky
527,Aktau,KZ,43.65,51.2,23.0,79,0,11.18,clear sky
528,Soe,ID,-9.86,124.28,65.89,92,100,2.33,overcast clouds
529,Csaszartoltes,HU,46.42,19.18,50.0,61,100,14.0,light rain
530,Verkhnevilyuysk,RU,63.45,120.32,-1.79,91,100,10.85,light snow
531,Riyadh,SA,24.69,46.72,53.6,71,0,6.29,clear sky
532,Matiri,TZ,-10.75,34.9,65.59,93,100,2.08,light rain
533,Batagay,RU,67.63,134.63,-17.12,87,100,1.05,overcast clouds
534,Alofi,NU,-19.06,-169.92,82.4,83,75,6.93,broken clouds
535,Santander,ES,43.46,-3.8,48.2,76,40,26.4,light rain
536,Bulgan,MN,48.81,103.53,-15.23,77,39,4.21,scattered clouds
537,Yaan,NG,7.38,8.57,82.06,24,22,3.31,few clouds
538,Fare,PF,-16.7,-151.02,81.16,69,66,8.55,light rain
539,Nizhnyaya Tavda,RU,57.67,66.17,-10.5,90,10,5.44,clear sky
540,Raudeberg,NO,61.99,5.14,42.01,58,100,8.05,overcast clouds
541,Adeje,ES,28.12,-16.73,66.99,77,20,8.05,few clouds
542,Ierapetra,GR,35.01,25.74,54.0,80,1,3.11,clear sky
543,Cabra,ES,37.47,-4.44,42.01,82,44,3.18,scattered clouds
544,Bagaces,CR,10.53,-85.25,87.8,45,0,14.99,clear sky
545,Port-Gentil,GA,-0.72,8.78,80.6,83,20,5.82,moderate rain
546,Pafos,CY,34.77,32.42,57.2,71,20,10.29,few clouds
547,Itarema,BR,-2.92,-39.92,81.18,68,36,18.05,scattered clouds
548,Sattahip,TH,12.67,100.9,73.4,94,20,4.7,few clouds
549,Puerto Cabello,VE,10.47,-68.01,77.22,80,80,6.55,broken clouds
550,Moscow,RU,55.75,37.62,14.0,85,75,11.18,broken clouds
551,Partsa,RU,54.37,42.86,8.24,95,0,4.43,clear sky
552,Ponta Delgada,PT,37.73,-25.67,55.4,82,75,6.93,broken clouds
